Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20160101000756,D0001,0,1,F,N,0,C05
20160101000752,F0007,1,0,F,N,96,A01
20160101000754,C0004,2,0,F,N,220,E05
20160101000752,T0008,5,0,F,N,61,A02
20160101000756,H0002,3,0,F,N,205,D05
20160101000752,D0009,3,0,F,N,63,B09
20160101000754,L0006,3,0,F,N,86,D02
20160101000756,H0003,5,0,L1,L,36,C08
20160101000752,K0010,1,0,R3,R,65,E01
20160101000754,B0005,3,0,F,N,170,E08
20160101000758,D0001,1,0,F,N,5,C06
20160101000756,C0004,5,0,F,R,250,E01
20160101000754,F0007,1,0,F,N,101,A04
20160101000754,D0009,3,0,R1,R,78,B02
20160101000758,H0002,0,0,F,N,61,D10
20160101000754,T0008,0,1,F,N,51,A09
20160101000756,L0006,1,0,F,N,91,D04
20160101000758,H0003,4,0,F,N,56,C03
20160101000754,K0010,0,1,R3,R,55,E03
20160101000756,B0005,0,1,F,N,160,E06
20160101000800,D0001,1,0,F,N,10,C08
20160101000758,C0004,1,0,L1,N,250,E08
20160101000756,F0007,5,0,F,N,126,A05
20160101000756,D0009,3,0,L2,L,27,B06
20160101000800,H0002,4,0,F,N,81,D02
20160101000756,T0008,1,0,F,N,56,A02
20160101000758,L0006,1,0,F,N,96,D01
20160101000800,H0003,2,0,R1,R,66,C04
20160101000756,K0010,0,0,F,N,55,E08
20160101000758,B0005,0,1,F,N,150,E10
20160101000802,D0001,0,0,F,N,10,C06
20160101000800,C0004,4,0,F,N,250,E07
20160101000758,F0007,0,2,F,N,106,A07
20160101000758,D0009,0,2,L2,L,7,B10
20160101000802,H0002,1,0,F,N,86,D08
20160101000758,T0008,5,0,F,N,81,A04
20160101000800,L0006,0,1,R1,R,86,D06
20160101000802,H0003,2,0,L2,L,76,C06
20160101000758,K0010,0,0,R2,R,55,E05
20160101000800,B0005,3,0,R3,R,165,E02
20160101000804,D0001,0,0,L3,L,3,C01
20160101000802,C0004,4,0,R3,N,250,E09
20160101000800,F0007,1,0,F,N,111,A10
20160101000800,D0009,3,0,F,N,22,B10
20160101000804,H0002,2,0,F,N,28,D01
20160101000800,T0008,3,0,F,N,96,A05
20160101000802,L0006,4,0,F,N,106,D04
20160101000804,H0003,3,0,R3,R,91,C02
20160101000800,K0010,3,0,F,N,70,E04
20160101000802,B0005,4,0,F,N,185,E10
20160101000806,D0001,0,0,F,N,3,C07
20160101000804,C0004,3,0,F,L,75,E04
20160101000802,F0007,1,0,F,N,116,A10
20160101000802,T0008,0,2,F,N,76,A01
20160101000806,H0002,4,0,F,N,48,D07
20160101000802,D0009,0,3,F,N,0,B02
20160101000806,H0003,0,2,F,N,71,C08
20160101000802,K0010,1,0,L2,L,75,E01
20160101000804,L0006,1,0,F,N,111,D08
20160101000804,B0005,3,0,F,N,200,E02
20160101000808,D0001,1,0,F,N,8,C03
20160101000806,C0004,0,3,R1,N,55,E05
20160101000804,F0007,1,0,F,N,121,A01
20160101000804,T0008,0,0,F,N,22,A05
20160101000808,H0002,5,0,F,N,73,D07
20160101000804,D0009,4,0,F,N,20,B03
20160101000808,H0003,5,0,L2,L,96,C05
20160101000806,L0006,1,0,F,N,116,D09
20160101000804,K0010,5,0,F,N,100,E10
20160101000806,B0005,3,0,L3,L,215,E06
20160101000810,D0001,5,0,F,N,9,C10
20160101000808,C0004,2,0,F,N,65,E05
20160101000806,F0007,3,0,F,N,136,A10
20160101000806,T0008,0,1,F,N,12,A09
20160101000806,D0009,3,0,F,N,35,B10
20160101000810,H0002,1,0,F,N,78,D03
20160101000810,H0003,3,0,F,N,111,C03
20160101000806,K0010,0,2,F,N,80,E09
20160101000808,L0006,4,0,F,N,136,D07
20160101000808,B0005,4,0,F,N,235,E06
20160101000812,D0001,4,0,F,N,29,C06
20160101000810,C0004,5,0,R1,N,105,E06
20160101000808,F0007,1,0,F,N,141,A09
20160101000808,T0008,2,0,F,N,22,A02
20160101000808,D0009,0,0,L3,L,35,B08
20160101000812,H0002,1,0,L2,L,83,D04
20160101000812,H0003,0,0,F,N,111,C05
20160101000808,K0010,0,1,R3,R,70,E10
20160101000810,L0006,3,0,F,N,151,D07
20160101000810,B0005,5,0,F,N,250,E06
20160101000814,D0001,1,0,F,N,10,C10
20160101000812,C0004,4,0,F,N,135,E04
20160101000810,F0007,2,0,F,N,151,A07
20160101000810,T0008,1,0,F,N,27,A10
20160101000810,D0009,1,0,F,N,12,B06
20160101000814,H0002,0,1,F,N,73,D05
